carrier_code,service_type,zone_name,country_codes,weight_min_kg,weight_max_kg,cost_usd,delivery_days_min,delivery_days_max,fuel_surcharge_percent,handling_fee,notes
ELOJI_FEDEX,express,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",1.501,2.0,32.67,1,3,5.0,3.50,"FedEx International Priority - Europe"
ELOJI_FEDEX,express,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",1.501,2.0,60.00,2,5,5.0,3.50,"FedEx International Priority - Asia Pacific"
ELOJI_FEDEX,express,East Asia,"KR,TW,HK,CN,JP,MO",1.501,2.0,28.67,2,5,5.0,3.50,"FedEx International Priority - East Asia"
ELOJI_FEDEX,express,Latin America,"MX,BR,AR,CL,CO,PE,VE",1.501,2.0,62.67,3,7,5.0,3.50,"FedEx International Priority - Latin America"
ELOJI_FEDEX,express,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",1.501,2.0,50.00,3,7,5.0,3.50,"FedEx International Priority - Middle East/Africa"
ELOJI_FEDEX,express,North America,"US,CA",2.001,2.5,27.33,1,3,5.0,3.50,"FedEx International Priority - North America"
ELOJI_FEDEX,express,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",2.001,2.5,38.00,1,3,5.0,3.50,"FedEx International Priority - Europe"
ELOJI_FEDEX,express,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",2.001,2.5,68.00,2,5,5.0,3.50,"FedEx International Priority - Asia Pacific"
ELOJI_FEDEX,express,East Asia,"KR,TW,HK,CN,JP,MO",2.001,2.5,31.33,2,5,5.0,3.50,"FedEx International Priority - East Asia"
ELOJI_FEDEX,express,Latin America,"MX,BR,AR,CL,CO,PE,VE",2.001,2.5,72.67,3,7,5.0,3.50,"FedEx International Priority - Latin America"
ELOJI_FEDEX,express,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",2.001,2.5,52.00,3,7,5.0,3.50,"FedEx International Priority - Middle East/Africa"
ELOJI_FEDEX,express,North America,"US,CA",2.501,3.0,30.67,1,3,5.0,3.50,"FedEx International Priority - North America"
ELOJI_FEDEX,express,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",2.501,3.0,41.33,1,3,5.0,3.50,"FedEx International Priority - Europe"
ELOJI_FEDEX,express,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",2.501,3.0,71.33,2,5,5.0,3.50,"FedEx International Priority - Asia Pacific"
ELOJI_FEDEX,express,East Asia,"KR,TW,HK,CN,JP,MO",2.501,3.0,32.00,2,5,5.0,3.50,"FedEx International Priority - East Asia"
ELOJI_FEDEX,express,Latin America,"MX,BR,AR,CL,CO,PE,VE",2.501,3.0,78.00,3,7,5.0,3.50,"FedEx International Priority - Latin America"
ELOJI_FEDEX,express,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",2.501,3.0,62.67,3,7,5.0,3.50,"FedEx International Priority - Middle East/Africa"
ELOJI_FEDEX,express,North America,"US,CA",3.001,4.0,36.67,1,3,5.0,3.50,"FedEx International Priority - North America"
ELOJI_FEDEX,express,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",3.001,4.0,48.67,1,3,5.0,3.50,"FedEx International Priority - Europe"
ELOJI_FEDEX,express,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",3.001,4.0,82.67,2,5,5.0,3.50,"FedEx International Priority - Asia Pacific"
ELOJI_FEDEX,express,East Asia,"KR,TW,HK,CN,JP,MO",3.001,4.0,37.33,2,5,5.0,3.50,"FedEx International Priority - East Asia"
ELOJI_FEDEX,express,Latin America,"MX,BR,AR,CL,CO,PE,VE",3.001,4.0,94.67,3,7,5.0,3.50,"FedEx International Priority - Latin America"
ELOJI_FEDEX,express,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",3.001,4.0,78.00,3,7,5.0,3.50,"FedEx International Priority - Middle East/Africa"
ELOJI_FEDEX,express,North America,"US,CA",4.001,5.0,45.33,1,3,5.0,3.50,"FedEx International Priority - North America"
ELOJI_FEDEX,express,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",4.001,5.0,60.67,1,3,5.0,3.50,"FedEx International Priority - Europe"
ELOJI_FEDEX,express,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",4.001,5.0,101.33,2,5,5.0,3.50,"FedEx International Priority - Asia Pacific"
ELOJI_FEDEX,express,East Asia,"KR,TW,HK,CN,JP,MO",4.001,5.0,46.00,2,5,5.0,3.50,"FedEx International Priority - East Asia"
ELOJI_FEDEX,express,Latin America,"MX,BR,AR,CL,CO,PE,VE",4.001,5.0,116.67,3,7,5.0,3.50,"FedEx International Priority - Latin America"
ELOJI_FEDEX,express,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",4.001,5.0,92.00,3,7,5.0,3.50,"FedEx International Priority - Middle East/Africa"
ELOJI_FEDEX,express,North America,"US,CA",5.001,7.5,62.00,1,3,5.0,3.50,"FedEx International Priority - North America"
ELOJI_FEDEX,express,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",5.001,7.5,85.33,1,3,5.0,3.50,"FedEx International Priority - Europe"
ELOJI_FEDEX,express,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",5.001,7.5,130.67,2,5,5.0,3.50,"FedEx International Priority - Asia Pacific"
ELOJI_FEDEX,express,East Asia,"KR,TW,HK,CN,JP,MO",5.001,7.5,65.33,2,5,5.0,3.50,"FedEx International Priority - East Asia"
ELOJI_FEDEX,express,Latin America,"MX,BR,AR,CL,CO,PE,VE",5.001,7.5,154.67,3,7,5.0,3.50,"FedEx International Priority - Latin America"
ELOJI_FEDEX,express,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",5.001,7.5,142.00,3,7,5.0,3.50,"FedEx International Priority - Middle East/Africa"
ELOJI_FEDEX,express,North America,"US,CA",7.501,10.0,81.33,1,3,5.0,3.50,"FedEx International Priority - North America"
ELOJI_FEDEX,express,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",7.501,10.0,116.00,1,3,5.0,3.50,"FedEx International Priority - Europe"
ELOJI_FEDEX,express,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",7.501,10.0,164.00,2,5,5.0,3.50,"FedEx International Priority - Asia Pacific"
ELOJI_FEDEX,express,East Asia,"KR,TW,HK,CN,JP,MO",7.501,10.0,84.00,2,5,5.0,3.50,"FedEx International Priority - East Asia"
ELOJI_FEDEX,express,Latin America,"MX,BR,AR,CL,CO,PE,VE",7.501,10.0,194.00,3,7,5.0,3.50,"FedEx International Priority - Latin America"
ELOJI_FEDEX,express,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",7.501,10.0,172.00,3,7,5.0,3.50,"FedEx International Priority - Middle East/Africa"
ELOJI_FEDEX,express,North America,"US,CA",10.001,15.0,126.67,1,3,5.0,3.50,"FedEx International Priority - North America"
ELOJI_FEDEX,express,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",10.001,15.0,158.67,1,3,5.0,3.50,"FedEx International Priority - Europe"
ELOJI_FEDEX,express,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",10.001,15.0,237.33,2,5,5.0,3.50,"FedEx International Priority - Asia Pacific"
ELOJI_FEDEX,express,East Asia,"KR,TW,HK,CN,JP,MO",10.001,15.0,127.33,2,5,5.0,3.50,"FedEx International Priority - East Asia"
ELOJI_FEDEX,express,Latin America,"MX,BR,AR,CL,CO,PE,VE",10.001,15.0,262.67,3,7,5.0,3.50,"FedEx International Priority - Latin America"
ELOJI_FEDEX,express,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",10.001,15.0,265.33,3,7,5.0,3.50,"FedEx International Priority - Middle East/Africa"
ELOJI_FEDEX,express,North America,"US,CA",15.001,20.0,146.00,1,3,5.0,3.50,"FedEx International Priority - North America"
ELOJI_FEDEX,express,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",15.001,20.0,206.67,1,3,5.0,3.50,"FedEx International Priority - Europe"
ELOJI_FEDEX,express,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",15.001,20.0,275.33,2,5,5.0,3.50,"FedEx International Priority - Asia Pacific"
ELOJI_FEDEX,express,East Asia,"KR,TW,HK,CN,JP,MO",15.001,20.0,145.33,2,5,5.0,3.50,"FedEx International Priority - East Asia"
ELOJI_FEDEX,express,Latin America,"MX,BR,AR,CL,CO,PE,VE",15.001,20.0,304.67,3,7,5.0,3.50,"FedEx International Priority - Latin America"
ELOJI_FEDEX,express,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",15.001,20.0,309.33,3,7,5.0,3.50,"FedEx International Priority - Middle East/Africa"
ELOJI_FEDEX,economy,North America,"US,CA",0.000,0.5,20.00,4,8,5.0,2.50,"FedEx International Economy - North America"
ELOJI_FEDEX,economy,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",0.000,0.5,23.33,4,8,5.0,2.50,"FedEx International Economy - Europe"
ELOJI_FEDEX,economy,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",0.000,0.5,38.67,5,10,5.0,2.50,"FedEx International Economy - Asia Pacific"
ELOJI_FEDEX,economy,East Asia,"KR,TW,HK,CN,JP,MO",0.000,0.5,18.00,5,10,5.0,2.50,"FedEx International Economy - East Asia"
ELOJI_FEDEX,economy,Latin America,"MX,BR,AR,CL,CO,PE,VE",0.000,0.5,37.33,6,12,5.0,2.50,"FedEx International Economy - Latin America"
ELOJI_FEDEX,economy,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",0.000,0.5,32.67,6,12,5.0,2.50,"FedEx International Economy - Middle East/Africa"
ELOJI_FEDEX,economy,North America,"US,CA",0.501,1.0,18.67,4,8,5.0,2.50,"FedEx International Economy - North America"
ELOJI_FEDEX,economy,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",0.501,1.0,21.33,4,8,5.0,2.50,"FedEx International Economy - Europe"
ELOJI_FEDEX,economy,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",0.501,1.0,44.00,5,10,5.0,2.50,"FedEx International Economy - Asia Pacific"
ELOJI_FEDEX,economy,East Asia,"KR,TW,HK,CN,JP,MO",0.501,1.0,23.33,5,10,5.0,2.50,"FedEx International Economy - East Asia"
ELOJI_FEDEX,economy,Latin America,"MX,BR,AR,CL,CO,PE,VE",0.501,1.0,41.33,6,12,5.0,2.50,"FedEx International Economy - Latin America"
ELOJI_FEDEX,economy,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",0.501,1.0,33.33,6,12,5.0,2.50,"FedEx International Economy - Middle East/Africa"
ELOJI_FEDEX,economy,North America,"US,CA",1.001,1.5,22.00,4,8,5.0,2.50,"FedEx International Economy - North America"
ELOJI_FEDEX,economy,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",1.001,1.5,27.33,4,8,5.0,2.50,"FedEx International Economy - Europe"
ELOJI_FEDEX,economy,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",1.001,1.5,51.33,5,10,5.0,2.50,"FedEx International Economy - Asia Pacific"
ELOJI_FEDEX,economy,East Asia,"KR,TW,HK,CN,JP,MO",1.001,1.5,26.00,5,10,5.0,2.50,"FedEx International Economy - East Asia"
ELOJI_FEDEX,economy,Latin America,"MX,BR,AR,CL,CO,PE,VE",1.001,1.5,52.67,6,12,5.0,2.50,"FedEx International Economy - Latin America"
ELOJI_FEDEX,economy,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",1.001,1.5,42.67,6,12,5.0,2.50,"FedEx International Economy - Middle East/Africa"
ELOJI_FEDEX,economy,North America,"US,CA",1.501,2.0,24.67,4,8,5.0,2.50,"FedEx International Economy - North America"
ELOJI_FEDEX,economy,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",1.501,2.0,32.00,4,8,5.0,2.50,"FedEx International Economy - Europe"
ELOJI_FEDEX,economy,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",1.501,2.0,58.67,5,10,5.0,2.50,"FedEx International Economy - Asia Pacific"
ELOJI_FEDEX,economy,East Asia,"KR,TW,HK,CN,JP,MO",1.501,2.0,29.33,5,10,5.0,2.50,"FedEx International Economy - East Asia"
ELOJI_FEDEX,economy,Latin America,"MX,BR,AR,CL,CO,PE,VE",1.501,2.0,62.67,6,12,5.0,2.50,"FedEx International Economy - Latin America"
ELOJI_FEDEX,economy,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",1.501,2.0,51.33,6,12,5.0,2.50,"FedEx International Economy - Middle East/Africa"
ELOJI_FEDEX,economy,North America,"US,CA",2.001,2.5,27.33,4,8,5.0,2.50,"FedEx International Economy - North America"
ELOJI_FEDEX,economy,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",2.001,2.5,36.67,4,8,5.0,2.50,"FedEx International Economy - Europe"
ELOJI_FEDEX,economy,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",2.001,2.5,66.67,5,10,5.0,2.50,"FedEx International Economy - Asia Pacific"
ELOJI_FEDEX,economy,East Asia,"KR,TW,HK,CN,JP,MO",2.001,2.5,32.00,5,10,5.0,2.50,"FedEx International Economy - East Asia"
ELOJI_FEDEX,economy,Latin America,"MX,BR,AR,CL,CO,PE,VE",2.001,2.5,72.67,6,12,5.0,2.50,"FedEx International Economy - Latin America"
ELOJI_FEDEX,economy,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",2.001,2.5,59.33,6,12,5.0,2.50,"FedEx International Economy - Middle East/Africa"
ELOJI_FEDEX,economy,North America,"US,CA",2.501,3.0,28.00,4,8,5.0,2.50,"FedEx International Economy - North America"
ELOJI_FEDEX,economy,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",2.501,3.0,39.33,4,8,5.0,2.50,"FedEx International Economy - Europe"
ELOJI_FEDEX,economy,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",2.501,3.0,72.00,5,10,5.0,2.50,"FedEx International Economy - Asia Pacific"
ELOJI_FEDEX,economy,East Asia,"KR,TW,HK,CN,JP,MO",2.501,3.0,35.33,5,10,5.0,2.50,"FedEx International Economy - East Asia"
ELOJI_FEDEX,economy,Latin America,"MX,BR,AR,CL,CO,PE,VE",2.501,3.0,79.33,6,12,5.0,2.50,"FedEx International Economy - Latin America"
ELOJI_FEDEX,economy,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",2.501,3.0,68.00,6,12,5.0,2.50,"FedEx International Economy - Middle East/Africa"
ELOJI_FEDEX,economy,North America,"US,CA",3.001,4.0,36.00,4,8,5.0,2.50,"FedEx International Economy - North America"
ELOJI_FEDEX,economy,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",3.001,4.0,46.67,4,8,5.0,2.50,"FedEx International Economy - Europe"
ELOJI_FEDEX,economy,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",3.001,4.0,84.67,5,10,5.0,2.50,"FedEx International Economy - Asia Pacific"
ELOJI_FEDEX,economy,East Asia,"KR,TW,HK,CN,JP,MO",3.001,4.0,40.00,5,10,5.0,2.50,"FedEx International Economy - East Asia"
ELOJI_FEDEX,economy,Latin America,"MX,BR,AR,CL,CO,PE,VE",3.001,4.0,98.00,6,12,5.0,2.50,"FedEx International Economy - Latin America"
ELOJI_FEDEX,economy,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",3.001,4.0,84.00,6,12,5.0,2.50,"FedEx International Economy - Middle East/Africa"
ELOJI_FEDEX,economy,North America,"US,CA",4.001,5.0,44.67,4,8,5.0,2.50,"FedEx International Economy - North America"
ELOJI_FEDEX,economy,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",4.001,5.0,60.67,4,8,5.0,2.50,"FedEx International Economy - Europe"
ELOJI_FEDEX,economy,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",4.001,5.0,101.33,5,10,5.0,2.50,"FedEx International Economy - Asia Pacific"
ELOJI_FEDEX,economy,East Asia,"KR,TW,HK,CN,JP,MO",4.001,5.0,46.00,5,10,5.0,2.50,"FedEx International Economy - East Asia"
ELOJI_FEDEX,economy,Latin America,"MX,BR,AR,CL,CO,PE,VE",4.001,5.0,118.00,6,12,5.0,2.50,"FedEx International Economy - Latin America"
ELOJI_FEDEX,economy,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",4.001,5.0,100.67,6,12,5.0,2.50,"FedEx International Economy - Middle East/Africa"
ELOJI_FEDEX,economy,North America,"US,CA",5.001,7.5,59.33,4,8,5.0,2.50,"FedEx International Economy - North America"
ELOJI_FEDEX,economy,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",5.001,7.5,84.00,4,8,5.0,2.50,"FedEx International Economy - Europe"
ELOJI_FEDEX,economy,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",5.001,7.5,135.33,5,10,5.0,2.50,"FedEx International Economy - Asia Pacific"
ELOJI_FEDEX,economy,East Asia,"KR,TW,HK,CN,JP,MO",5.001,7.5,68.00,5,10,5.0,2.50,"FedEx International Economy - East Asia"
ELOJI_FEDEX,economy,Latin America,"MX,BR,AR,CL,CO,PE,VE",5.001,7.5,158.00,6,12,5.0,2.50,"FedEx International Economy - Latin America"
ELOJI_FEDEX,economy,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",5.001,7.5,138.00,6,12,5.0,2.50,"FedEx International Economy - Middle East/Africa"
ELOJI_FEDEX,economy,North America,"US,CA",7.501,10.0,78.67,4,8,5.0,2.50,"FedEx International Economy - North America"
ELOJI_FEDEX,economy,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",7.501,10.0,105.33,4,8,5.0,2.50,"FedEx International Economy - Europe"
ELOJI_FEDEX,economy,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",7.501,10.0,160.00,5,10,5.0,2.50,"FedEx International Economy - Asia Pacific"
ELOJI_FEDEX,economy,East Asia,"KR,TW,HK,CN,JP,MO",7.501,10.0,86.67,5,10,5.0,2.50,"FedEx International Economy - East Asia"
ELOJI_FEDEX,economy,Latin America,"MX,BR,AR,CL,CO,PE,VE",7.501,10.0,194.67,6,12,5.0,2.50,"FedEx International Economy - Latin America"
ELOJI_FEDEX,economy,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",7.501,10.0,172.00,6,12,5.0,2.50,"FedEx International Economy - Middle East/Africa"
ELOJI_FEDEX,economy,North America,"US,CA",10.001,15.0,112.00,4,8,5.0,2.50,"FedEx International Economy - North America"
ELOJI_FEDEX,economy,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",10.001,15.0,152.00,4,8,5.0,2.50,"FedEx International Economy - Europe"
ELOJI_FEDEX,economy,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",10.001,15.0,236.67,5,10,5.0,2.50,"FedEx International Economy - Asia Pacific"
ELOJI_FEDEX,economy,East Asia,"KR,TW,HK,CN,JP,MO",10.001,15.0,120.67,5,10,5.0,2.50,"FedEx International Economy - East Asia"
ELOJI_FEDEX,economy,Latin America,"MX,BR,AR,CL,CO,PE,VE",10.001,15.0,262.67,6,12,5.0,2.50,"FedEx International Economy - Latin America"
ELOJI_FEDEX,economy,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",10.001,15.0,252.00,6,12,5.0,2.50,"FedEx International Economy - Middle East/Africa"
ELOJI_FEDEX,economy,North America,"US,CA",15.001,20.0,148.00,4,8,5.0,2.50,"FedEx International Economy - North America"
ELOJI_FEDEX,economy,Europe,"GB,DE,FR,IT,ES,NL,BE,AT,CH,SE,NO,DK,FI",15.001,20.0,184.00,4,8,5.0,2.50,"FedEx International Economy - Europe"
ELOJI_FEDEX,economy,Asia Pacific,"AU,NZ,SG,MY,TH,PH,IN,ID",15.001,20.0,276.00,5,10,5.0,2.50,"FedEx International Economy - Asia Pacific"
ELOJI_FEDEX,economy,East Asia,"KR,TW,HK,CN,JP,MO",15.001,20.0,148.67,5,10,5.0,2.50,"FedEx International Economy - East Asia"
ELOJI_FEDEX,economy,Latin America,"MX,BR,AR,CL,CO,PE,VE",15.001,20.0,306.67,6,12,5.0,2.50,"FedEx International Economy - Latin America"
ELOJI_FEDEX,economy,Middle East/Africa,"AE,SA,ZA,EG,IL,JO",15.001,20.0,276.00,6,12,5.0,2.50,"FedEx International Economy - Middle East/Africa"
